Compagnia#Numero profilo#Data decorrenza polizza#Marca veicolo#Età veicolo (anni)#Alimentazione#KW#CV#CC#Modello#Allestimento#ABS#Airbag#Tipologia contraente#Sesso Contraente#Eta contraente#Provincia di residenza contraente #CAP Residenza contraente#Comune di Residenza contraente#Anni patente contraente#Professione contraente#Sesso conducente#Eta conducente#Provincia di residenza conducente #CAP Residenza conducente#Comune residenza conducente#Situazione assicurativa#Bersani#Conducenti < 26 anni#Tipo Tariffa#B/M#numero sinistri anno corrente#numero sinistri anno corrente - 1#numero sinistri anno corrente - 2 #numero sinistri anno corrente - 3#numero sinistri anno corrente - 4#numero sinistri anno corrente - 5 #numero sinistri totali#Tipo guida#Franchigia#Massimale
Genertel - Auto#1000#2010-04-01#opel#31/12/2004#Benzina#0#0#0#corsa 3 serie#CORSA 1.4I 16V CAT 5 PORTE SPORT (08/2003)#no#no#persona fisica#m#34#BOLOGNA#40100#BOLOGNA#16#impiegato#m#34#BOLOGNA#40100#BOLOGNA#veicolo già assicurato con atr#No#No#BM#6#0#0#0#0#0#0#0#ESPERTA#0#3,000,000 
Genertel - Auto#1#2010-04-01#opel#31/12/2004#Benzina#0#0#0#corsa 3 serie#CORSA 1.4I 16V CAT 5 PORTE SPORT (08/2003)#no#no#persona fisica#m#34#AGRIGENTO#92100#AGRIGENTO#16#impiegato#m#34#AGRIGENTO#92100#AGRIGENTO#veicolo già assicurato con atr#No#No#BM#6#0#0#0#0#0#0#0#ESPERTA#0#3,000,000 
Genertel - Auto#2#2010-04-01#opel#31/12/2004#Benzina#0#0#0#corsa 3 serie#CORSA 1.4I 16V CAT 5 PORTE SPORT (08/2003)#no#no#persona fisica#m#34#ALESSANDRIA#15100#ALESSANDRIA#16#impiegato#m#34#ALESSANDRIA#15100#ALESSANDRIA#veicolo già assicurato con atr#No#No#BM#6#0#0#0#0#0#0#0#ESPERTA#0#3,000,000 
Genertel - Auto#3#2010-04-01#opel#31/12/2004#Benzina#0#0#0#corsa 3 serie#CORSA 1.4I 16V CAT 5 PORTE SPORT (08/2003)#no#no#persona fisica#m#34#ANCONA#60100#ANCONA#16#impiegato#m#34#ANCONA#60100#ANCONA#veicolo già assicurato con atr#No#No#BM#6#0#0#0#0#0#0#0#ESPERTA#0#3,000,000 
Genertel - Auto#4#2010-04-01#opel#31/12/2004#Benzina#0#0#0#corsa 3 serie#CORSA 1.4I 16V CAT 5 PORTE SPORT (08/2003)#no#no#persona fisica#m#34#AOSTA#11100#AOSTA#16#impiegato#m#34#AOSTA#11100#AOSTA#veicolo già assicurato con atr#No#No#BM#6#0#0#0#0#0#0#0#ESPERTA#0#3,000,000 
Genertel - Auto#5#2010-04-01#opel#31/12/2004#Benzina#0#0#0#corsa 3 serie#CORSA 1.4I 16V CAT 5 PORTE SPORT (08/2003)#no#no#persona fisica#m#34#ASCOLI PICENO#63100#ASCOLI PICENO#16#impiegato#m#34#ASCOLI PICENO#63100#ASCOLI PICENO#veicolo già assicurato con atr#No#No#BM#6#0#0#0#0#0#0#0#ESPERTA#0#3,000,000 
Genertel - Auto#6#2010-04-01#opel#31/12/2004#Benzina#0#0#0#corsa 3 serie#CORSA 1.4I 16V CAT 5 PORTE SPORT (08/2003)#no#no#persona fisica#m#34#L'AQUILA#67100#L'AQUILA#16#impiegato#m#34#L'AQUILA#67100#L'AQUILA#veicolo già assicurato con atr#No#No#BM#6#0#0#0#0#0#0#0#ESPERTA#0#3,000,000 
Genertel - Auto#7#2010-04-01#opel#31/12/2004#Benzina#0#0#0#corsa 3 serie#CORSA 1.4I 16V CAT 5 PORTE SPORT (08/2003)#no#no#persona fisica#m#34#AREZZO#52100#AREZZO#16#impiegato#m#34#AREZZO#52100#AREZZO#veicolo già assicurato con atr#No#No#BM#6#0#0#0#0#0#0#0#ESPERTA#0#3,000,000 
Genertel - Auto#8#2010-04-01#opel#31/12/2004#Benzina#0#0#0#corsa 3 serie#CORSA 1.4I 16V CAT 5 PORTE SPORT (08/2003)#no#no#persona fisica#m#34#ASTI#14100#ASTI#16#impiegato#m#34#ASTI#14100#ASTI#veicolo già assicurato con atr#No#No#BM#6#0#0#0#0#0#0#0#ESPERTA#0#3,000,000 
Genertel - Auto#9#2010-04-01#opel#31/12/2004#Benzina#0#0#0#corsa 3 serie#CORSA 1.4I 16V CAT 5 PORTE SPORT (08/2003)#no#no#persona fisica#m#34#AVELLINO#83100#AVELLINO#16#impiegato#m#34#AVELLINO#83100#AVELLINO#veicolo già assicurato con atr#No#No#BM#6#0#0#0#0#0#0#0#ESPERTA#0#3,000,000 
Genertel - Auto#10#2010-04-01#opel#31/12/2004#Benzina#0#0#0#corsa 3 serie#CORSA 1.4I 16V CAT 5 PORTE SPORT (08/2003)#no#no#persona fisica#m#34#BARI#70100#BARI#16#impiegato#m#34#BARI#70100#BARI#veicolo già assicurato con atr#No#No#BM#6#0#0#0#0#0#0#0#ESPERTA#0#3,000,000 
Genertel - Auto#11#2010-04-01#opel#31/12/2004#Benzina#0#0#0#corsa 3 serie#CORSA 1.4I 16V CAT 5 PORTE SPORT (08/2003)#no#no#persona fisica#m#34#BERGAMO#24100#BERGAMO#16#impiegato#m#34#BERGAMO#24100#BERGAMO#veicolo già assicurato con atr#No#No#BM#6#0#0#0#0#0#0#0#ESPERTA#0#3,000,000 
Genertel - Auto#12#2010-04-01#opel#31/12/2004#Benzina#0#0#0#corsa 3 serie#CORSA 1.4I 16V CAT 5 PORTE SPORT (08/2003)#no#no#persona fisica#m#34#BIELLA#13900#BIELLA#16#impiegato#m#34#BIELLA#13900#BIELLA#veicolo già assicurato con atr#No#No#BM#6#0#0#0#0#0#0#0#ESPERTA#0#3,000,000 
Genertel - Auto#13#2010-04-01#opel#31/12/2004#Benzina#0#0#0#corsa 3 serie#CORSA 1.4I 16V CAT 5 PORTE SPORT (08/2003)#no#no#persona fisica#m#34#BELLUNO#32100#BELLUNO#16#impiegato#m#34#BELLUNO#32100#BELLUNO#veicolo già assicurato con atr#No#No#BM#6#0#0#0#0#0#0#0#ESPERTA#0#3,000,000 
Genertel - Auto#14#2010-04-01#opel#31/12/2004#Benzina#0#0#0#corsa 3 serie#CORSA 1.4I 16V CAT 5 PORTE SPORT (08/2003)#no#no#persona fisica#m#34#BENEVENTO#82100#BENEVENTO#16#impiegato#m#34#BENEVENTO#82100#BENEVENTO#veicolo già assicurato con atr#No#No#BM#6#0#0#0#0#0#0#0#ESPERTA#0#3,000,000 
Genertel - Auto#15#2010-04-01#opel#31/12/2004#Benzina#0#0#0#corsa 3 serie#CORSA 1.4I 16V CAT 5 PORTE SPORT (08/2003)#no#no#persona fisica#m#34#BOLOGNA#40100#BOLOGNA#16#impiegato#m#34#BOLOGNA#40100#BOLOGNA#veicolo già assicurato con atr#No#No#BM#6#0#0#0#0#0#0#0#ESPERTA#0#3,000,000 
Genertel - Auto#16#2010-04-01#opel#31/12/2004#Benzina#0#0#0#corsa 3 serie#CORSA 1.4I 16V CAT 5 PORTE SPORT (08/2003)#no#no#persona fisica#m#34#BRINDISI#72100#BRINDISI#16#impiegato#m#34#BRINDISI#72100#BRINDISI#veicolo già assicurato con atr#No#No#BM#6#0#0#0#0#0#0#0#ESPERTA#0#3,000,000 
