zurich#1#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Agrigento#00000#Agrigento#M#40#Agrigento#00000#Agrigento#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#2#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Alessandria#00000#Alessandria#M#40#Alessandria#00000#Alessandria#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#3#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Ancona#00000#Ancona#M#40#Ancona#00000#Ancona#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#4#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Aosta#00000#Aosta#M#40#Aosta#00000#Aosta#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#5#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Arezzo#00000#Arezzo#M#40#Arezzo#00000#Arezzo#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#6#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#AscoliPiceno#00000#AscoliPiceno#M#40#AscoliPiceno#00000#AscoliPiceno#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#7#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Asti#00000#Asti#M#40#Asti#00000#Asti#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#8#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Avellino#00000#Avellino#M#40#Avellino#00000#Avellino#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#9#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Bari#00000#Bari#M#40#Bari#00000#Bari#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#10#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Belluno#00000#Belluno#M#40#Belluno#00000#Belluno#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#11#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Benevento#00000#Benevento#M#40#Benevento#00000#Benevento#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#12#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Bergamo#00000#Bergamo#M#40#Bergamo#00000#Bergamo#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#13#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Biella#00000#Biella#M#40#Biella#00000#Biella#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#14#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Bologna#00000#Bologna#M#40#Bologna#00000#Bologna#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#15#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Bolzano#00000#Bolzano#M#40#Bolzano#00000#Bolzano#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#16#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Brescia#00000#Brescia#M#40#Brescia#00000#Brescia#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#17#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Brindisi#00000#Brindisi#M#40#Brindisi#00000#Brindisi#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#18#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Cagliari#00000#Cagliari#M#40#Cagliari#00000#Cagliari#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#19#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Caltanissetta#00000#Caltanissetta#M#40#Caltanissetta#00000#Caltanissetta#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#20#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Campobasso#00000#Campobasso#M#40#Campobasso#00000#Campobasso#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#21#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Caserta#00000#Caserta#M#40#Caserta#00000#Caserta#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#22#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Catania#00000#Catania#M#40#Catania#00000#Catania#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#23#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Catanzaro#00000#Catanzaro#M#40#Catanzaro#00000#Catanzaro#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#24#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Chieti#00000#Chieti#M#40#Chieti#00000#Chieti#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#25#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Como#00000#Como#M#40#Como#00000#Como#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#26#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Cosenza#00000#Cosenza#M#40#Cosenza#00000#Cosenza#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#27#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Cremona#00000#Cremona#M#40#Cremona#00000#Cremona#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#28#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Crotone#00000#Crotone#M#40#Crotone#00000#Crotone#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#29#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Cuneo#00000#Cuneo#M#40#Cuneo#00000#Cuneo#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#30#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Enna#00000#Enna#M#40#Enna#00000#Enna#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#31#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Ferrara#00000#Ferrara#M#40#Ferrara#00000#Ferrara#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#32#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Firenze#00000#Firenze#M#40#Firenze#00000#Firenze#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#33#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Foggia#00000#Foggia#M#40#Foggia#00000#Foggia#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#34#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Forl#00000#Forl#M#40#Forl#00000#Forl#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#35#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Frosinone#00000#Frosinone#M#40#Frosinone#00000#Frosinone#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#36#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Genova#00000#Genova#M#40#Genova#00000#Genova#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#37#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Gorizia#00000#Gorizia#M#40#Gorizia#00000#Gorizia#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#38#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Grosseto#00000#Grosseto#M#40#Grosseto#00000#Grosseto#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#39#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Imperia#00000#Imperia#M#40#Imperia#00000#Imperia#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#40#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Isernia#00000#Isernia#M#40#Isernia#00000#Isernia#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#41#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#L'Aquila#00000#L'Aquila#M#40#L'Aquila#00000#L'Aquila#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#42#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#LaSpezia#00000#LaSpezia#M#40#LaSpezia#00000#LaSpezia#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#43#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Latina#00000#Latina#M#40#Latina#00000#Latina#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#44#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Lecce#00000#Lecce#M#40#Lecce#00000#Lecce#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#45#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Lecco#00000#Lecco#M#40#Lecco#00000#Lecco#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#46#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Livorno#00000#Livorno#M#40#Livorno#00000#Livorno#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#47#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Lodi#00000#Lodi#M#40#Lodi#00000#Lodi#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
zurich#48#2010-04-01#marca#modello#3#no#Persona Fisica#M#40#Lucca#00000#Lucca#M#40#Lucca#00000#Lucca#veicolo già assicurato con atr#no#BM#13#0#0#0#0#0#0#0#0#3,000,000
